2019年09月16日 10:35,颜色:G：PT黑+树灰+船灰+熊青+花白尺码:XL,衣服质量确实好，是纯棉的，用来做打底衫非常舒服，而且价格非常实惠，一下买了五件，以后还会经常回购。
2019年09月21日 15:05,颜色:E：船青+PT黑+树黑+花白+熊灰尺码:XL,质量很好，穿着很舒服
2019年09月24日 09:11,颜色:V：熊灰树灰+SP白+PT白+船黑尺码:L,布料舒服
2019年09月14日 18:00,颜色:A：船白+树白+PT白+熊白+花白尺码:XL,衣服做工很好，款式很喜欢，穿起来很舒服合身，质量特别好，价格实惠，物有所值，卖家很好
2019年09月19日 14:03,颜色:X：PT黑+船青+树青+熊黑+花灰尺码:3XL,衣服穿这还蛮舒服。
2019年09月02日 14:02,颜色:A：船白+树白+PT白+熊白+花白尺码:L,此用户没有填写评价。
2019年09月22日 12:40,颜色:W：熊黑+树黑+SP黑+花白+锚白尺码:2XL,对得起价格挺满意的
2019年09月22日 15:06,颜色:G：PT黑+树灰+船灰+熊青+花白尺码:4XL,厚薄度：偏薄 
2019年09月10日 08:53,颜色:E：船青+PT黑+树黑+花白+熊灰尺码:XL,衣服质量很好，上身很舒服，尺码合适，价格实惠，这么多才几十块钱，性价比太高了。
2019年09月24日 23:02,颜色:H：熊黑+花灰+SP灰+PT白+船黑尺码:L,大小刚好合适，价格便宜，服务态度好，值得购买
2019年09月24日 21:58,颜色:Z：PT黑+SP青+花白+船白+熊白尺码:5XL,质量很好，很满意，下次还会再来！！！！
2019年09月11日 13:35,颜色:C：船灰+树灰+熊灰+花灰+PT灰尺码:L,衣服收到过了水不会掉色也不变形，面料很柔软
2019年09月11日 13:08,颜色:B：船黑+树黑+SP黑+熊黑+PT黑尺码:2XL,面料很舒服，尺码很标准。厚薄很适中。，穿着效果很好，材质也很好，
2019年09月20日 19:46,颜色:A：船白+树白+PT白+熊白+花白尺码:L,衣服特别好看
2019年09月19日 17:42,颜色:E：船青+PT黑+树黑+花白+熊灰尺码:4XL,很满意的一次购物，衣服质量很好，超值了，下水洗了，也没有掉色或变形，下次还来
2019年09月20日 14:44,颜色:E：船青+PT黑+树黑+花白+熊灰尺码:5XL,宝贝收到了，质量不错哦
2019年09月23日 09:41,颜色:A：船白+树白+PT白+熊白+花白尺码:2XL,尺码标准，大小合适。
2019年09月17日 23:17,颜色:V：熊灰树灰+SP白+PT白+船黑尺码:L,搞活动买的，拍一发五真的很划算，摸了一下很柔软，质量也是杠杠的，这下不愁没有卫衣穿了哈哈😄。
2019年09月20日 19:27,颜色:自由搭配尺码:M,不错的衣服
2019年09月10日 23:33,颜色:U：花灰+PT白+树灰+船白+熊黑尺码:3XL,T恤收到了，面料不错，穿着舒适，尺码标准，一组五件经济实惠，挺好，值得推荐
2019年09月11日 08:31,颜色:A：船白+树白+PT白+熊白+花白尺码:2XL,收到货了，物流速度很快，衣服的质量很好，做工也很精细，面料超级好，穿起来很舒服，透气
2019年09月27日 16:30,颜色:D：PT青+船青+SP青+熊青+树青尺码:XL,质量很好，价格好偏宜
2019年09月15日 08:45,颜色:B：船黑+树黑+SP黑+熊黑+PT黑尺码:XL,衣服挺划算的，料子很柔软，穿着很舒服，图案也很喜欢，耐脏，物流也很快
